20.4845 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
22.7541 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F708EFD978>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001F70A772278>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
22.7542 	EXP 	window1: recordFrameIntervals = False
22.9196 	EXP 	window1: recordFrameIntervals = True
23.1032 	EXP 	window1: recordFrameIntervals = False
23.6074 	EXP 	Created txt_instrcution = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='txt_instrcution', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
23.6200 	EXP 	Created txt_imi = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='txt_imi', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
25.6275 	EXP 	Created movie2_video = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='stimuliSet\\v1\\seg\\v1_comb.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie2_video', noAudio=True, opacity=1.0, ori=0, pos=array([0., 0.]), size=array([480., 352.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
25.6299 	EXP 	Created txt_imi = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='txt_imi', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
25.7385 	EXP 	Created movie3_seg = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-2.0, filename='stimuliSet\\v5\\seg\\v5_comb.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie3_seg', noAudio=True, opacity=1.0, ori=0, pos=array([0., 0.]), size=array([480., 352.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
25.7444 	EXP 	movie2_video: movie = 'stimuliSet\\v1\\seg\\v1_comb.avi'
25.7444 	EXP 	movie2_video: autoLog = True
25.7444 	EXP 	movie3_seg: movie = 'stimuliSet\\v5\\seg\\v5_comb.avi'
25.7444 	EXP 	movie3_seg: autoLog = True
25.7444 	EXP 	txt_instrcution: autoDraw = True
41.0880 	DATA 	Keypress: space
41.2216 	EXP 	Created movie1_video = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-2.0, filename='stimuliSet\\v7\\seg\\v7_comb.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie1_video', noAudio=True, opacity=1.0, ori=0, pos=array([0., 0.]), size=array([480., 360.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
41.2314 	EXP 	txt_instrcution: autoDraw = False
41.2314 	EXP 	movie1_video: movie = 'stimuliSet\\v7\\seg\\v7_comb.avi'
41.2314 	EXP 	movie1_video: autoLog = True
41.2314 	EXP 	movie1_video: autoDraw = True
45.4033 	DATA 	Keypress: space
52.6366 	DATA 	Keypress: space
62.5720 	DATA 	Keypress: space
72.2368 	DATA 	Keypress: space
86.0703 	DATA 	Keypress: space
99.1364 	DATA 	Keypress: space
100.5701 	DATA 	Keypress: space
102.7033 	DATA 	Keypress: space
118.6364 	DATA 	Keypress: space
123.9364 	DATA 	Keypress: space
127.7876 	DATA 	Keypress: space
149.6364 	DATA 	Keypress: space
165.5701 	DATA 	Keypress: space
167.7196 	DATA 	Keypress: space
169.8366 	DATA 	Keypress: space
204.0371 	DATA 	Keypress: space
209.8538 	DATA 	Keypress: space
226.2029 	DATA 	Keypress: space
237.1363 	DATA 	Keypress: space
244.9528 	DATA 	Keypress: space
262.1022 	EXP 	movie1_video: autoDraw = False
262.1022 	EXP 	movie1_video: autoDraw = False
262.1022 	EXP 	txt_imi: autoDraw = True
264.9695 	DATA 	Keypress: space
265.1022 	EXP 	txt_imi: autoDraw = False
265.1022 	EXP 	txt_imi: autoDraw = False
265.1022 	EXP 	movie2_video: autoDraw = True
305.5365 	DATA 	Keypress: space
338.2526 	DATA 	Keypress: space
367.4526 	DATA 	Keypress: space
392.6693 	DATA 	Keypress: space
403.9028 	DATA 	Keypress: space
416.0529 	DATA 	Keypress: space
422.1362 	DATA 	Keypress: space
449.8518 	EXP 	movie2_video: autoDraw = False
449.8518 	EXP 	movie2_video: autoDraw = False
449.8518 	EXP 	txt_imi: autoDraw = True
450.5193 	DATA 	Keypress: space
451.7194 	DATA 	Keypress: space
452.8518 	EXP 	txt_imi: autoDraw = False
452.8518 	EXP 	txt_imi: autoDraw = False
452.8518 	EXP 	movie3_seg: autoDraw = True
464.6527 	DATA 	Keypress: space
476.9554 	DATA 	Keypress: space
486.7192 	DATA 	Keypress: space
528.9031 	DATA 	Keypress: space
581.4689 	DATA 	Keypress: space
586.2359 	DATA 	Keypress: space
605.8530 	DATA 	Keypress: space
629.7687 	DATA 	Keypress: space
636.1033 	DATA 	Keypress: space
647.1708 	EXP 	window1: mouseVisible = True
