15.9237 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
17.7371 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000261AF09D908>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000261B0912240>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
17.7372 	EXP 	window1: recordFrameIntervals = False
17.9026 	EXP 	window1: recordFrameIntervals = True
18.0853 	EXP 	window1: recordFrameIntervals = False
18.5327 	EXP 	Created txt_instrcution = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='txt_instrcution', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
18.5519 	EXP 	Created txt_imi = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='txt_imi', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
20.0442 	EXP 	Created movie2_video = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='stimuliSet\\v1\\seg\\v1_comb.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie2_video', noAudio=True, opacity=1.0, ori=0, pos=array([0., 0.]), size=array([480., 352.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
20.0463 	EXP 	Created txt_imi = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='txt_imi', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
20.1539 	EXP 	Created movie3_seg = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-2.0, filename='stimuliSet\\v7\\seg\\v7_comb.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie3_seg', noAudio=True, opacity=1.0, ori=0, pos=array([0., 0.]), size=array([480., 360.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
20.1596 	EXP 	movie2_video: movie = 'stimuliSet\\v1\\seg\\v1_comb.avi'
20.1596 	EXP 	movie2_video: autoLog = True
20.1596 	EXP 	movie3_seg: movie = 'stimuliSet\\v7\\seg\\v7_comb.avi'
20.1596 	EXP 	movie3_seg: autoLog = True
20.1596 	EXP 	txt_instrcution: autoDraw = True
47.0043 	DATA 	Keypress: space
47.1440 	EXP 	Created movie1_video = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-2.0, filename='stimuliSet\\v5\\seg\\v5_comb.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie1_video', noAudio=True, opacity=1.0, ori=0, pos=array([0., 0.]), size=array([480., 352.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
47.1600 	EXP 	txt_instrcution: autoDraw = False
47.1600 	EXP 	movie1_video: movie = 'stimuliSet\\v5\\seg\\v5_comb.avi'
47.1600 	EXP 	movie1_video: autoLog = True
47.1600 	EXP 	movie1_video: autoDraw = True
62.6196 	DATA 	Keypress: space
65.7198 	DATA 	Keypress: space
69.3698 	DATA 	Keypress: space
74.7031 	DATA 	Keypress: space
79.6559 	DATA 	Keypress: space
83.1360 	DATA 	Keypress: space
90.9532 	DATA 	Keypress: space
101.2246 	DATA 	Mouse: Left button down, pos=(1117,650)
101.4184 	DATA 	Mouse:  Left button up, pos=(1117,650)
102.9698 	DATA 	Keypress: space
107.1034 	DATA 	Keypress: space
109.1365 	DATA 	Keypress: space
111.2538 	DATA 	Keypress: space
113.7539 	DATA 	Keypress: space
117.8205 	DATA 	Keypress: space
120.6865 	DATA 	Keypress: space
125.9361 	DATA 	Keypress: space
130.1038 	DATA 	Keypress: space
136.6559 	DATA 	Keypress: space
141.4195 	DATA 	Keypress: space
156.9036 	DATA 	Keypress: space
167.9196 	DATA 	Keypress: space
170.8529 	DATA 	Keypress: space
174.9863 	DATA 	Keypress: space
177.5032 	DATA 	Keypress: space
179.7692 	DATA 	Keypress: space
182.3695 	DATA 	Keypress: space
191.3034 	DATA 	Keypress: space
199.0038 	DATA 	Keypress: space
203.7537 	DATA 	Keypress: space
226.6863 	DATA 	Keypress: space
231.7871 	DATA 	Keypress: space
241.1190 	EXP 	movie1_video: autoDraw = False
